癌症診斷年,性別,縣市別,癌症別,年齡標準化發生率  WHO 2000世界標準人口 (每10萬人口) ,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
2018,男,花蓮縣,肝及肝內膽管,41.78,116,66.46,66,69.77
2018,男,花蓮縣,膽囊及肝外膽管,2.71,8,68.75,69.5,4.81
2018,男,花蓮縣,胰,7.32,20,68.3,69.5,12.03
2018,男,花蓮縣,鼻腔、中耳及副鼻竇,0.69,2,71.5,71.5,1.2
2018,男,花蓮縣,喉,4.14,12,64.75,63,7.22
2018,男,花蓮縣,肺、支氣管及氣管,46.03,128,66.85,67,76.99
2018,男,花蓮縣,胸膜,0.8,2,73.5,73.5,1.2
2018,男,花蓮縣,胸腺、心臟與中隔,0.87,2,51,51,1.2
2018,男,花蓮縣,骨、關節及關節軟骨,3.05,4,26,26,2.41
2018,男,花蓮縣,結締組織、皮下組織及其他軟組織,1.12,2,50.5,50.5,1.2
2018,男,花蓮縣,皮膚,14.11,45,73.96,75,27.07
2018,男,花蓮縣,攝護腺,30.77,92,73.35,73,55.34
2018,男,花蓮縣,睪丸,2.02,3,29,29,1.8
2018,男,花蓮縣,膀胱,8.88,26,73,75.5,15.64
2018,男,花蓮縣,腎,5.44,14,59.71,59,8.42
2018,男,花蓮縣,腎盂及其他泌尿系統,3.42,10,67.8,67,6.01
2018,男,花蓮縣,眼及淚腺,0.31,1,61,61,0.6
2018,男,花蓮縣,腦,2.07,3,47,34,1.8
2018,男,花蓮縣,甲狀腺,4.27,10,52.6,51.5,6.01
2018,男,花蓮縣,不明原發部位,2.51,8,72,74,4.81
2018,男,花蓮縣,何杰金氏淋巴瘤,0.69,1,21,21,0.6
2018,男,花蓮縣,白血病,13.11,31,62.19,66,18.65
2018,男,花蓮縣,非何杰金氏淋巴瘤,9.59,25,62.8,60,15.04
2018,男,花蓮縣,漿細胞瘤,2.01,6,62,62.5,3.61
2018,男,花蓮縣,全癌症,365.97,997,64.57,64,599.67
2018,男,台東縣,口腔、口咽及下咽,65.62,121,59.69,59,107.23
2018,男,台東縣,主唾液腺,2.52,4,57,62,3.54
2018,男,台東縣,鼻咽,8.66,15,54,56,13.29
2018,男,台東縣,食道,23.88,45,57.22,55,39.88
2018,男,台東縣,胃,20.84,40,63,60,35.45
2018,男,台東縣,小腸,0.47,1,61,61,0.89
2018,男,台東縣,結直腸,49.35,93,63.96,64,82.41
2018,男,台東縣,肝及肝內膽管,36.18,70,62.91,60,62.03
2018,男,台東縣,膽囊及肝外膽管,2.2,4,64.75,62.5,3.54
2018,男,台東縣,胰,3.66,7,68.86,70,6.2
2018,男,台東縣,後腹膜腔及腹膜,0.52,1,77,77,0.89
2018,男,台東縣,鼻腔、中耳及副鼻竇,1.27,2,49,49,1.77
2018,男,台東縣,喉,3.75,7,62.71,62,6.2
2018,男,台東縣,肺、支氣管及氣管,45.46,91,69.78,70,80.64
2018,男,台東縣,胸腺、心臟與中隔,2.12,3,52.33,60,2.66
2018,男,台東縣,結締組織、皮下組織及其他軟組織,5.22,6,49.33,56.5,5.32
2018,男,台東縣,皮膚,11.9,23,69.65,70,20.38
2018,男,台東縣,男性乳房,0.64,1,72,72,0.89
2018,男,台東縣,攝護腺,25.66,55,75.02,76,48.74
2018,男,台東縣,睪丸,0.63,1,45,45,0.89
2018,男,台東縣,膀胱,6.28,14,68.71,65,12.41
2018,男,台東縣,腎,1.5,3,65.33,65,2.66
2018,男,台東縣,腎盂及其他泌尿系統,1.63,3,62.67,64,2.66
2018,男,台東縣,腦,1.03,1,31,31,0.89
2018,男,台東縣,其他神經系統,1.99,1,9,9,0.89
2018,男,台東縣,甲狀腺,2.99,5,54.2,60,4.43
2018,男,台東縣,其他分界不明的部位,0.55,1,50,50,0.89
2018,男,台東縣,不明原發部位,3.81,7,68.43,74,6.2
2018,男,台東縣,何杰金氏淋巴瘤,0.52,1,65,65,0.89
2018,男,台東縣,白血病,11.69,17,59.24,72,15.06
2018,男,台東縣,非何杰金氏淋巴瘤,10.75,17,54.18,61,15.06
2018,男,台東縣,漿細胞瘤,2.13,4,57.5,57.5,3.54
2018,男,台東縣,全癌症,355.97,665,63.55,63,589.3
2018,男,金門縣,口腔、口咽及下咽,11.01,12,54.33,54.5,17.27
2018,男,金門縣,鼻咽,4.34,4,48.75,49,5.76
2018,男,金門縣,食道,11.34,13,74.69,77,18.71
2018,男,金門縣,胃,6.89,8,70.88,70.5,11.51
2018,男,金門縣,結直腸,24.23,26,67.27,67,37.41
2018,男,金門縣,肝及肝內膽管,17.34,21,64.52,62,30.22
2018,男,金門縣,膽囊及肝外膽管,2.63,3,66.33,68,4.32
2018,男,金門縣,胰,3.3,4,61.75,61.5,5.76
2018,男,金門縣,後腹膜腔及腹膜,0.7,1,58,58,1.44
2018,男,金門縣,喉,2.15,3,69.33,62,4.32
2018,男,金門縣,肺、支氣管及氣管,12.7,15,70,72,21.58
2018,男,金門縣,胸腺、心臟與中隔,3.48,3,49,52,4.32
2018,男,金門縣,結締組織、皮下組織及其他軟組織,1.19,1,71,71,1.44
2018,男,金門縣,皮膚,2.43,3,88.33,85,4.32
2018,男,金門縣,攝護腺,14.99,16,73,74,23.02
2018,男,金門縣,睪丸,2.89,2,35,35,2.88
2018,男,金門縣,膀胱,4.05,5,78.6,81,7.19
2018,男,金門縣,腎,6.55,6,59.83,65.5,8.63
2018,男,金門縣,腎盂及其他泌尿系統,2.03,3,57.67,56,4.32
2018,男,金門縣,腦,1.05,1,79,79,1.44
2018,男,金門縣,甲狀腺,5.28,5,60.6,64,7.19
2018,男,金門縣,其他分界不明的部位,0.88,1,66,66,1.44
2018,男,金門縣,白血病,8,5,44.8,40,7.19
2018,男,金門縣,非何杰金氏淋巴瘤,6.74,7,66.29,68,10.07
2018,男,金門縣,全癌症,158.55,171,66.03,67,246.06
2018,男,連江縣,口腔、口咽及下咽,20.14,2,68.5,68.5,26.85
2018,男,連江縣,鼻咽,5.91,1,63,63,13.43
2018,男,連江縣,食道,32.56,3,76,72,40.28
2018,男,連江縣,胃,41.25,5,68.8,63,67.13
2018,男,連江縣,結直腸,26.12,3,60.33,56,40.28
2018,男,連江縣,肝及肝內膽管,24.22,3,53,52,40.28
2018,男,連江縣,肺、支氣管及氣管,40.95,4,73.25,74,53.71
2018,男,連江縣,結締組織、皮下組織及其他軟組織,18.5,2,69,69,26.85
2018,男,連江縣,攝護腺,6.5,1,59,59,13.43
2018,男,連江縣,膀胱,8.11,1,54,54,13.43
2018,男,連江縣,甲狀腺,24.29,1,15,15,13.43
2018,男,連江縣,非何杰金氏淋巴瘤,8.11,1,54,54,13.43
2018,男,連江縣,全癌症,256.65,27,63.89,63,362.51
2018,女,全國,口腔、口咽及下咽,4,787,62.27,62,6.63
2018,女,全國,主唾液腺,0.91,154,53.9,56,1.3
2018,女,全國,鼻咽,2.24,373,52.09,52,3.14
2018,女,全國,食道,0.99,204,64.86,63,1.72
2018,女,全國,胃,6.97,"1,507",69,69,12.69
2018,女,全國,小腸,0.93,184,64.05,64,1.55
2018,女,全國,結直腸,34.63,"7,241",66.8,67,60.97
2018,女,全國,肝及肝內膽管,16.66,"3,668",70.98,72,30.89
2018,女,全國,膽囊及肝外膽管,2.54,562,70.55,71,4.73
2018,女,全國,胰,6.08,"1,292",68.53,69,10.88
2018,女,全國,後腹膜腔及腹膜,1.08,200,61.27,63,1.68
2018,女,全國,消化器官其他分界不明部位,0.07,14,68.14,70.5,0.12
2018,女,全國,鼻腔、中耳及副鼻竇,0.41,73,59.03,61,0.61
2018,女,全國,喉,0.2,39,61.46,60,0.33
2018,女,全國,肺、支氣管及氣管,35.08,"7,215",65.22,65,60.75
2018,女,全國,胸膜,0.12,25,66.44,64,0.21
2018,女,全國,胸腺、心臟與中隔,1.52,263,56.44,58,2.21
2018,女,全國,骨、關節及關節軟骨,0.53,67,45.4,48,0.56
2018,女,全國,結締組織、皮下組織及其他軟組織,1.78,295,55.88,58,2.48
2018,女,全國,皮膚,8.54,"1,956",73.24,76,16.47
2018,女,全國,女性乳房,80.39,"14,495",56.23,56,122.05
2018,女,全國,子宮,0.04,7,56,56,0.06
2018,女,全國,子宮頸,7.98,"1,456",58.3,58,12.26
2018,女,全國,子宮體,15.79,"2,843",55.62,55,23.94
2018,女,全國,卵巢、輸卵管及寬韌帶,9.58,"1,615",53.94,54,13.6
2018,女,全國,其他女性生殖器官,0.91,186,65.59,66,1.57
2018,女,全國,膀胱,3.17,720,72.25,73,6.06
2018,女,全國,腎,2.7,489,59.58,61,4.12
2018,女,全國,腎盂及其他泌尿系統,4.41,996,72.5,74,8.39
2018,女,全國,眼及淚腺,0.27,32,42,51,0.27
2018,女,全國,腦,2.27,324,52.19,54,2.73
2018,女,全國,其他神經系統,0.31,43,48.56,54,0.36
2018,女,全國,甲狀腺,21.83,"3,425",49.63,50,28.84
2018,女,全國,其他內分泌腺,0.69,96,48.54,52,0.81
2018,女,全國,其他分界不明的部位,0.09,16,60.5,64,0.13
2018,女,全國,不明原發部位,1.28,299,73.27,76,2.52
2018,女,全國,何杰金氏淋巴瘤,0.94,107,35.96,32,0.9
2018,女,全國,白血病,7.15,"1,175",58.19,62,9.89
2018,女,全國,非何杰金氏淋巴瘤,6.46,"1,256",63.49,65,10.58
2018,女,全國,漿細胞瘤,1.46,305,67.58,68,2.57
2018,女,全國,全癌症,293.36,"56,068",61.59,62,472.11
2018,女,台北市,口腔、口咽及下咽,3.16,78,63.63,64.5,5.59
2018,女,台北市,主唾液腺,0.62,14,59.93,60,1
2018,女,台北市,鼻咽,1.82,36,51.86,51,2.58
2018,女,台北市,食道,0.99,26,67.92,68,1.86
2018,女,台北市,胃,8.48,241,70.34,70,17.27
2018,女,台北市,小腸,0.74,19,64.26,62,1.36
2018,女,台北市,結直腸,31.11,864,69.02,69,61.93
2018,女,台北市,肝及肝內膽管,10.91,314,72,73,22.51
2018,女,台北市,膽囊及肝外膽管,2.4,71,72.15,74,5.09
2018,女,台北市,胰,6.56,185,71.44,72,13.26
2018,女,台北市,後腹膜腔及腹膜,1.59,41,66.1,65,2.94
2018,女,台北市,鼻腔、中耳及副鼻竇,0.29,5,43.6,43,0.36
2018,女,台北市,喉,0.13,3,63,58,0.22
2018,女,台北市,肺、支氣管及氣管,38.78,"1,017",65.5,65,72.89
2018,女,台北市,胸膜,0.08,2,67,67,0.14
2018,女,台北市,胸腺、心臟與中隔,2.15,39,52.44,55,2.8
2018,女,台北市,骨、關節及關節軟骨,0.69,10,47,47.5,0.72
2018,女,台北市,結締組織、皮下組織及其他軟組織,1.73,41,60.76,58,2.94
2018,女,台北市,皮膚,5.47,162,72.56,74,11.61
2018,女,台北市,女性乳房,97.19,"2,179",57.67,57,156.18
2018,女,台北市,子宮頸,6.94,159,58.96,57,11.4
2018,女,台北市,子宮體,17.94,403,57.17,56,28.88
2018,女,台北市,卵巢、輸卵管及寬韌帶,9.17,197,56.93,56,14.12
2018,女,台北市,其他女性生殖器官,0.92,23,63.3,61,1.65
2018,女,台北市,膀胱,2.43,74,72.93,75,5.3
2018,女,台北市,腎,2.67,61,60.72,65,4.37
2018,女,台北市,腎盂及其他泌尿系統,2.94,91,74.47,76,6.52
2018,女,台北市,眼及淚腺,0.08,2,60,60,0.14
2018,女,台北市,腦,1.54,29,56.86,64,2.08
2018,女,台北市,其他神經系統,0.25,3,38.67,46,0.22
2018,女,台北市,甲狀腺,20.13,374,50.12,51,26.81
2018,女,台北市,其他內分泌腺,0.97,16,46.13,55.5,1.15
2018,女,台北市,不明原發部位,1.46,45,74.78,79,3.23
2018,女,台北市,何杰金氏淋巴瘤,1.59,20,38.85,32,1.43
2018,女,台北市,白血病,7.14,147,59.15,64,10.54
2018,女,台北市,非何杰金氏淋巴瘤,6.47,165,65.4,66,11.83
2018,女,台北市,漿細胞瘤,1.68,46,68.91,70,3.3
2018,女,台北市,全癌症,299.44,"7,209",62.44,62,516.7
2018,女,台中市,口腔、口咽及下咽,3.79,82,60.76,60,5.76
2018,女,台中市,主唾液腺,1.16,20,50.05,51.5,1.4
2018,女,台中市,鼻咽,2.61,51,49.29,49,3.58
2018,女,台中市,食道,0.96,21,60.67,59,1.47
2018,女,台中市,胃,7.14,160,66.55,66.5,11.24
2018,女,台中市,小腸,1.33,30,64.73,61,2.11
2018,女,台中市,結直腸,38.88,856,64.81,64,60.12
2018,女,台中市,肝及肝內膽管,18.45,418,70.6,71,29.36
2018,女,台中市,膽囊及肝外膽管,2.82,65,67.69,67,4.57
2018,女,台中市,胰,6.33,142,68.08,68,9.97
2018,女,台中市,後腹膜腔及腹膜,0.73,15,57.4,57,1.05
2018,女,台中市,消化器官其他分界不明部位,0.2,4,63.75,68.5,0.28
2018,女,台中市,鼻腔、中耳及副鼻竇,0.48,10,59.3,61,0.7
2018,女,台中市,喉,0.26,6,60.17,57.5,0.42
2018,女,台中市,肺、支氣管及氣管,36.88,812,63.96,64,57.03
2018,女,台中市,胸膜,0.04,1,64,64,0.07
2018,女,台中市,胸腺、心臟與中隔,1.1,22,54.41,53,1.55
2018,女,台中市,骨、關節及關節軟骨,0.5,9,50.89,46,0.63
2018,女,台中市,結締組織、皮下組織及其他軟組織,2.07,40,51.48,52,2.81
2018,女,台中市,皮膚,7.34,166,71.67,74,11.66
2018,女,台中市,女性乳房,87.47,"1,790",54.95,54,125.72
2018,女,台中市,子宮,0.05,1,54,54,0.07
2018,女,台中市,子宮頸,8.55,175,56.97,55,12.29
2018,女,台中市,子宮體,16.15,332,54.85,55,23.32
2018,女,台中市,卵巢、輸卵管及寬韌帶,10.64,208,52.49,53,14.61
2018,女,台中市,其他女性生殖器官,0.94,19,57.89,58,1.33
2018,女,台中市,膀胱,3.65,84,71.5,71.5,5.9
2018,女,台中市,腎,2.64,52,55.46,56,3.65
2018,女,台中市,腎盂及其他泌尿系統,5.68,130,70.77,73,9.13
2018,女,台中市,眼及淚腺,0.26,4,46.25,58,0.28
2018,女,台中市,腦,2.83,43,48.3,54,3.02
2018,女,台中市,其他神經系統,0.47,7,42.57,38,0.49
2018,女,台中市,甲狀腺,21.7,409,49.91,50,28.73
2018,女,台中市,其他內分泌腺,0.57,9,45.44,49,0.63
2018,女,台中市,其他分界不明的部位,0.27,5,55.2,65,0.35
2018,女,台中市,不明原發部位,1.55,37,72.22,75,2.6
2018,女,台中市,何杰金氏淋巴瘤,1.14,17,37.35,33,1.19
2018,女,台中市,白血病,7.78,150,60.62,64,10.54
2018,女,台中市,非何杰金氏淋巴瘤,6.47,136,61.49,62,9.55
2018,女,台中市,漿細胞瘤,1.68,37,66.62,67,2.6
2018,女,台中市,全癌症,314.36,"6,586",60.01,60,462.57
2018,女,台南市,口腔、口咽及下咽,3.22,52,62.04,61,5.51
2018,女,台南市,主唾液腺,1.27,17,50.82,55,1.8
2018,女,台南市,鼻咽,1.53,21,53.52,51,2.22
2018,女,台南市,食道,0.5,9,70.33,68,0.95
2018,女,台南市,胃,6.89,126,70.28,70.5,13.35
2018,女,台南市,小腸,1.16,20,66.75,67.5,2.12
2018,女,台南市,結直腸,40.19,696,67.75,68,73.74
2018,女,台南市,肝及肝內膽管,20.98,385,71.08,71,40.79
2018,女,台南市,膽囊及肝外膽管,3.11,57,72.7,72,6.04
2018,女,台南市,胰,5.61,95,67.44,69,10.07
2018,女,台南市,後腹膜腔及腹膜,0.78,10,56.9,62.5,1.06
2018,女,台南市,鼻腔、中耳及副鼻竇,0.4,5,56,67,0.53
2018,女,台南市,喉,0.14,2,51.5,51.5,0.21
2018,女,台南市,肺、支氣管及氣管,37.34,636,66.77,67,67.38
2018,女,台南市,胸膜,0.06,1,66,66,0.11
2018,女,台南市,胸腺、心臟與中隔,1.71,25,59.04,64,2.65
2018,女,台南市,骨、關節及關節軟骨,0.91,9,44.67,40,0.95
2018,女,台南市,結締組織、皮下組織及其他軟組織,1.93,19,49.79,57,2.01
2018,女,台南市,皮膚,12.68,253,75.07,77,26.8
2018,女,台南市,女性乳房,78.38,"1,145",56.88,56,121.31
2018,女,台南市,子宮頸,7.35,114,60.92,60,12.08
2018,女,台南市,子宮體,17.01,250,55.23,55,26.49
2018,女,台南市,卵巢、輸卵管及寬韌帶,8.35,120,56.28,56.5,12.71
2018,女,台南市,其他女性生殖器官,1.26,20,65.4,68,2.12
2018,女,台南市,膀胱,4.52,90,74.91,75,9.54
2018,女,台南市,腎,2.82,40,57.5,59.5,4.24
2018,女,台南市,腎盂及其他泌尿系統,6.96,130,72.54,73,13.77
2018,女,台南市,眼及淚腺,0.32,2,26.5,26.5,0.21
2018,女,台南市,腦,2.19,29,58,64,3.07
2018,女,台南市,其他神經系統,0.06,1,63,63,0.11
2018,女,台南市,甲狀腺,21.75,272,49.56,50,28.82
2018,女,台南市,其他內分泌腺,0.66,10,63,66.5,1.06
2018,女,台南市,不明原發部位,1.04,21,72.95,78,2.22
2018,女,台南市,何杰金氏淋巴瘤,0.94,8,31,30,0.85
2018,女,台南市,白血病,6.43,84,59.17,65.5,8.9
2018,女,台南市,非何杰金氏淋巴瘤,6.13,96,64.71,67,10.17
2018,女,台南市,漿細胞瘤,1.42,23,64.09,61,2.44
2018,女,台南市,全癌症,308.13,"4,896",63.19,63,518.72
2018,女,高雄市,口腔、口咽及下咽,4.95,112,59.57,60,7.99
2018,女,高雄市,主唾液腺,1.08,22,52.14,56,1.57
2018,女,高雄市,鼻咽,2.82,55,49.4,47,3.92
2018,女,高雄市,食道,1.18,29,63.52,62,2.07
2018,女,高雄市,胃,7.27,184,67.48,69,13.13
2018,女,高雄市,小腸,1.1,25,64.08,67,1.78
2018,女,高雄市,結直腸,38.62,975,66.65,66,69.56
2018,女,高雄市,肝及肝內膽管,22,576,70.18,71,41.1
2018,女,高雄市,膽囊及肝外膽管,2.94,77,71.08,72,5.49
2018,女,高雄市,胰,6.12,154,65.89,66,10.99
2018,女,高雄市,後腹膜腔及腹膜,0.71,16,56.63,55,1.14
2018,女,高雄市,消化器官其他分界不明部位,0.04,1,79,79,0.07
2018,女,高雄市,鼻腔、中耳及副鼻竇,0.39,8,53.63,50.5,0.57
2018,女,高雄市,喉,0.22,6,71.17,67.5,0.43
2018,女,高雄市,肺、支氣管及氣管,32.46,821,65.1,65,58.58
2018,女,高雄市,胸膜,0.42,10,66.4,67.5,0.71
2018,女,高雄市,胸腺、心臟與中隔,1.61,35,59.57,60,2.5
2018,女,高雄市,骨、關節及關節軟骨,0.43,4,27,23,0.29
2018,女,高雄市,結締組織、皮下組織及其他軟組織,1.53,29,58.76,61,2.07
2018,女,高雄市,皮膚,10.42,276,72.33,73,19.69
2018,女,高雄市,女性乳房,78.93,"1,721",55.64,55,122.79
2018,女,高雄市,子宮,0.1,2,50.5,50.5,0.14
2018,女,高雄市,子宮頸,9.05,198,58.62,59,14.13
2018,女,高雄市,子宮體,13.95,306,56.23,56,21.83
2018,女,高雄市,卵巢、輸卵管及寬韌帶,9.61,193,53.56,53,13.77
2018,女,高雄市,其他女性生殖器官,0.81,20,67.5,66.5,1.43
2018,女,高雄市,膀胱,3.34,90,71.61,73.5,6.42
2018,女,高雄市,腎,2.36,50,58.58,59.5,3.57
2018,女,高雄市,腎盂及其他泌尿系統,5.39,143,70.17,70,10.2
2018,女,高雄市,眼及淚腺,0.34,2,1.5,1.5,0.14
2018,女,高雄市,腦,1.66,28,52.46,59,2
2018,女,高雄市,其他神經系統,0.19,5,60.2,62,0.36
2018,女,高雄市,甲狀腺,26.02,498,50.4,51,35.53
2018,女,高雄市,其他內分泌腺,0.38,8,63.38,72,0.57
2018,女,高雄市,不明原發部位,1.41,38,72.95,76,2.71
2018,女,高雄市,何杰金氏淋巴瘤,1.32,18,35.11,34.5,1.28
2018,女,高雄市,白血病,7.11,140,57.61,62,9.99
2018,女,高雄市,非何杰金氏淋巴瘤,6.22,153,64.4,65,10.92
2018,女,高雄市,漿細胞瘤,1.4,32,64.94,65.5,2.28
2018,女,高雄市,全癌症,306.3,"7,066",61.43,62,504.15
2018,女,基隆市,口腔、口咽及下咽,3.15,8,51,52,4.32
2018,女,基隆市,主唾液腺,0.51,2,77.5,77.5,1.08
2018,女,基隆市,鼻咽,2.05,5,47.6,51,2.7
2018,女,基隆市,食道,1.56,6,61.83,62,3.24
2018,女,基隆市,胃,8.36,29,66.9,67,15.66
2018,女,基隆市,小腸,0.17,1,87,87,0.54
2018,女,基隆市,結直腸,35.27,115,64.37,65,62.1
2018,女,基隆市,肝及肝內膽管,14.33,53,69.45,69,28.62
2018,女,基隆市,膽囊及肝外膽管,1.68,7,72.71,78,3.78
2018,女,基隆市,胰,5.89,24,72.33,75,12.96
2018,女,基隆市,後腹膜腔及腹膜,0.79,3,66,64,1.62
2018,女,基隆市,鼻腔、中耳及副鼻竇,1.31,4,54.5,60,2.16
2018,女,基隆市,喉,0.25,1,62,62,0.54
2018,女,基隆市,肺、支氣管及氣管,35.01,122,65.96,67,65.88
2018,女,基隆市,胸膜,0.22,1,82,82,0.54
2018,女,基隆市,胸腺、心臟與中隔,1.87,4,46.75,45.5,2.16
2018,女,基隆市,骨、關節及關節軟骨,0.89,1,16,16,0.54
2018,女,基隆市,結締組織、皮下組織及其他軟組織,1.63,4,54.25,67,2.16
2018,女,基隆市,皮膚,5.64,20,67.8,70.5,10.8
2018,女,基隆市,女性乳房,70.61,209,57.35,57,112.86
2018,女,基隆市,子宮頸,7.59,24,62.21,63.5,12.96
2018,女,基隆市,子宮體,14.75,44,56.2,55,23.76
2018,女,基隆市,卵巢、輸卵管及寬韌帶,7.37,23,56.83,59,12.42
2018,女,基隆市,其他女性生殖器官,1.18,4,73.75,72,2.16
2018,女,基隆市,膀胱,2.99,9,61.78,64,4.86
2018,女,基隆市,腎,2.29,8,63.75,64.5,4.32
2018,女,基隆市,腎盂及其他泌尿系統,3.73,14,69.21,68,7.56
2018,女,基隆市,眼及淚腺,0.59,2,58,58,1.08
2018,女,基隆市,腦,1.03,3,56.33,63,1.62
2018,女,基隆市,其他神經系統,0.25,1,65,65,0.54
2018,女,基隆市,甲狀腺,21.57,56,51.91,53,30.24
2018,女,基隆市,其他內分泌腺,1.15,4,59.5,63,2.16
2018,女,基隆市,其他分界不明的部位,0.25,1,63,63,0.54
2018,女,基隆市,不明原發部位,1.93,7,71.14,70,3.78
2018,女,基隆市,何杰金氏淋巴瘤,0.67,1,32,32,0.54
2018,女,基隆市,白血病,8.52,21,56,64,11.34
2018,女,基隆市,非何杰金氏淋巴瘤,7.93,25,62.6,65,13.5
2018,女,基隆市,漿細胞瘤,1,4,71,68.5,2.16
2018,女,基隆市,全癌症,276.76,872,61.62,62,470.9
2018,女,新竹市,口腔、口咽及下咽,5.38,18,58.67,60,7.97
2018,女,新竹市,主唾液腺,1.15,4,58.75,53,1.77
2018,女,新竹市,鼻咽,1.34,4,57,55,1.77
2018,女,新竹市,食道,0.34,1,45,45,0.44
2018,女,新竹市,胃,6.3,23,69.26,68,10.19
2018,女,新竹市,小腸,0.97,3,61,66,1.33
2018,女,新竹市,結直腸,39.52,135,65.53,66,59.79
2018,女,新竹市,肝及肝內膽管,20.25,74,73.38,74,32.77
2018,女,新竹市,膽囊及肝外膽管,1.71,7,72.57,65,3.1
2018,女,新竹市,胰,5.47,20,68.05,70,8.86
2018,女,新竹市,後腹膜腔及腹膜,1.6,5,64.2,72,2.21
2018,女,新竹市,喉,0.62,2,60,60,0.89
2018,女,新竹市,肺、支氣管及氣管,35.98,120,63.38,63,53.15
2018,女,新竹市,胸膜,0.59,2,60,60,0.89
2018,女,新竹市,胸腺、心臟與中隔,1.81,6,62.83,64.5,2.66
2018,女,新竹市,結締組織、皮下組織及其他軟組織,3.31,10,53.9,53,4.43
2018,女,新竹市,皮膚,5.94,22,72.5,70.5,9.74
2018,女,新竹市,女性乳房,82.99,260,55.17,54,115.15
2018,女,新竹市,子宮,0.32,1,41,41,0.44
2018,女,新竹市,子宮頸,7.48,25,56.92,48,11.07
2018,女,新竹市,子宮體,21.02,65,55.65,55,28.79
2018,女,新竹市,卵巢、輸卵管及寬韌帶,10.21,28,47.54,51,12.4
2018,女,新竹市,其他女性生殖器官,0.86,3,70,75,1.33
2018,女,新竹市,膀胱,2.14,8,75.38,78.5,3.54
2018,女,新竹市,腎,3.65,12,64.42,64.5,5.31
2018,女,新竹市,腎盂及其他泌尿系統,3.7,13,76.15,76,5.76
2018,女,新竹市,腦,2.68,5,27.2,28,2.21
2018,女,新竹市,甲狀腺,30.69,82,47.17,48,36.32
2018,女,新竹市,其他內分泌腺,2.99,7,38.86,46,3.1
2018,女,新竹市,其他分界不明的部位,0.27,1,77,77,0.44
2018,女,新竹市,不明原發部位,0.8,4,86.5,88,1.77
2018,女,新竹市,白血病,8.82,24,55,58.5,10.63
2018,女,新竹市,非何杰金氏淋巴瘤,6.44,19,54.84,59,8.41
2018,女,新竹市,漿細胞瘤,0.66,2,66.5,66.5,0.89
2018,女,新竹市,全癌症,318.28,"1,016",59.8,60,449.98
2018,女,嘉義市,口腔、口咽及下咽,2.48,6,66,65,4.34
2018,女,嘉義市,主唾液腺,1.45,3,55.33,64,2.17
2018,女,嘉義市,鼻咽,2.53,5,55,56,3.62
2018,女,嘉義市,食道,0.46,2,90,90,1.45
2018,女,嘉義市,胃,6.19,15,70,70,10.85
2018,女,嘉義市,小腸,0.94,2,60,60,1.45
2018,女,嘉義市,結直腸,47.53,116,67.69,68,83.93
2018,女,嘉義市,肝及肝內膽管,25.93,67,71.31,71,48.48
2018,女,嘉義市,胰,9.86,24,68.79,74,17.37
2018,女,嘉義市,後腹膜腔及腹膜,1.08,2,47,47,1.45
2018,女,嘉義市,鼻腔、中耳及副鼻竇,0.36,1,79,79,0.72
2018,女,嘉義市,肺、支氣管及氣管,36.54,88,65.03,64,63.67
2018,女,嘉義市,胸腺、心臟與中隔,2.17,5,65.6,69,3.62
2018,女,嘉義市,結締組織、皮下組織及其他軟組織,0.81,2,63,63,1.45
2018,女,嘉義市,皮膚,8.42,23,73.7,75,16.64
2018,女,嘉義市,女性乳房,75.52,155,55.86,55,112.15
2018,女,嘉義市,子宮頸,4.63,10,57.1,52,7.24
2018,女,嘉義市,子宮體,12.83,26,52.88,55,18.81
2018,女,嘉義市,卵巢、輸卵管及寬韌帶,8.94,17,52,54,12.3
2018,女,嘉義市,其他女性生殖器官,0.47,1,74,74,0.72
2018,女,嘉義市,膀胱,4.64,13,74.23,78,9.41
2018,女,嘉義市,腎,3.46,7,58.57,54,5.06
2018,女,嘉義市,腎盂及其他泌尿系統,5.95,16,73.38,73.5,11.58
2018,女,嘉義市,眼及淚腺,0.8,2,63,63,1.45
2018,女,嘉義市,腦,3.44,7,58,62,5.06
2018,女,嘉義市,其他神經系統,2.69,4,45.25,43,2.89
2018,女,嘉義市,甲狀腺,22.33,40,49.5,49,28.94
2018,女,嘉義市,其他內分泌腺,0.29,1,83,83,0.72
2018,女,嘉義市,不明原發部位,1.8,5,75.4,83,3.62
2018,女,嘉義市,何杰金氏淋巴瘤,1.54,2,30,30,1.45
2018,女,嘉義市,白血病,7.09,14,60.07,66.5,10.13
2018,女,嘉義市,非何杰金氏淋巴瘤,7.67,15,60.13,65,10.85
2018,女,嘉義市,漿細胞瘤,2.25,6,68.17,62,4.34
2018,女,嘉義市,全癌症,313.49,703,62.66,63,508.66
2018,女,新北市,口腔、口咽及下咽,4.06,136,62.18,60.5,6.66
2018,女,新北市,主唾液腺,0.63,19,56.05,53,0.93
2018,女,新北市,鼻咽,2.7,79,52.3,53,3.87
2018,女,新北市,食道,0.86,31,66.77,64,1.52
2018,女,新北市,胃,8.38,289,67.35,67,14.16
2018,女,新北市,小腸,0.82,27,62.63,63,1.32
2018,女,新北市,結直腸,33.92,"1,159",65.03,65,56.79
