癌症診斷年,性別,縣市別,癌症別,年齡標準化發生率  WHO 2000世界標準人口 (每10萬人口) ,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
2014,全,台北市,胃,10.91,523,70.76,72,19.35
2014,全,台北市,小腸,0.96,41,62.15,60,1.52
2014,全,台北市,結直腸,43.45,"1,976",67,67,73.12
2014,全,台北市,肝及肝內膽管,21.42,973,67.02,67,36.01
2014,全,台北市,膽囊及肝外膽管,2.62,129,72.33,73,4.77
2014,全,台北市,胰,6.03,282,70.12,70,10.44
2014,全,台北市,後腹膜腔及腹膜,0.77,33,63.21,63,1.22
2014,全,台北市,鼻腔、中耳及副鼻竇,0.74,27,57.15,56,1
2014,全,台北市,喉,1.59,72,66.76,66.5,2.66
2014,全,台北市,肺、支氣管及氣管,34.61,"1,579",67.96,69,58.43
2014,全,台北市,胸膜,0.16,8,69.88,66,0.3
2014,全,台北市,胸腺、心臟與中隔,1.33,45,51.98,54,1.67
2014,全,台北市,骨、關節及關節軟骨,0.68,19,41.74,41,0.7
2014,全,台北市,結締組織、皮下組織及其他軟組織,2.06,76,57.34,59,2.81
2014,全,台北市,皮膚,7.56,358,70.42,73,13.25
2014,全,台北市,膀胱,5.46,263,71.17,73,9.73
2014,全,台北市,腎,5.07,211,61.38,61,7.81
2014,全,台北市,腎盂及其他泌尿系統,3.46,164,70.42,72.5,6.07
2014,全,台北市,眼及淚腺,0.24,7,43.71,43,0.26
2014,全,台北市,腦,2.2,77,53.78,58,2.85
2014,全,台北市,其他神經系統,0.46,14,51.36,54.5,0.52
2014,全,台北市,甲狀腺,14.59,524,50.52,50.5,19.39
2014,全,台北市,其他內分泌腺,0.53,15,42.8,42,0.56
2014,全,台北市,其他分界不明的部位,0.08,2,29.5,29.5,0.07
2014,全,台北市,不明原發部位,1.88,90,70.66,71,3.33
2014,全,台北市,何杰金氏淋巴瘤,0.9,25,41.6,32,0.93
2014,全,台北市,白血病,7.5,292,60.99,63,10.81
2014,全,台北市,非何杰金氏淋巴瘤,7.64,328,65.41,68,12.14
2014,全,台北市,漿細胞瘤,1.42,67,70.1,70,2.48
2014,全,台北市,全癌症,288.32,"12,418",63.83,64,459.53
2014,全,台中市,口腔、口咽及下咽,24.1,872,55.6,55,32.06
2014,全,台中市,主唾液腺,0.77,26,54.46,55.5,0.96
2014,全,台中市,鼻咽,5.17,178,51.63,51,6.54
2014,全,台中市,食道,8.33,306,58.29,56,11.25
2014,全,台中市,胃,10.68,388,67.48,67,14.27
2014,全,台中市,小腸,1.46,51,63.43,65,1.88
2014,全,台中市,結直腸,46.15,"1,648",64.95,65,60.59
2014,全,台中市,肝及肝內膽管,32.23,"1,127",64.76,65,41.44
2014,全,台中市,膽囊及肝外膽管,3.09,111,71.33,74,4.08
2014,全,台中市,胰,6.58,236,68.04,69,8.68
2014,全,台中市,後腹膜腔及腹膜,0.89,26,52.85,58,0.96
2014,全,台中市,消化器官其他分界不明部位,0.05,2,78,78,0.07
2014,全,台中市,鼻腔、中耳及副鼻竇,0.54,19,60.42,56,0.7
2014,全,台中市,喉,1.52,55,64.58,64,2.02
2014,全,台中市,肺、支氣管及氣管,34.31,"1,229",66.34,66,45.19
2014,全,台中市,胸膜,0.13,5,66.4,63,0.18
2014,全,台中市,胸腺、心臟與中隔,0.93,32,51.06,53,1.18
2014,全,台中市,骨、關節及關節軟骨,0.88,23,34.43,37,0.85
2014,全,台中市,結締組織、皮下組織及其他軟組織,2.38,76,52.25,53,2.79
2014,全,台中市,皮膚,9.94,355,68.05,71,13.05
2014,全,台中市,膀胱,7.16,254,68.64,69,9.34
2014,全,台中市,腎,3.85,132,58.11,59.5,4.85
2014,全,台中市,腎盂及其他泌尿系統,5.03,178,70.83,72.5,6.54
2014,全,台中市,眼及淚腺,0.31,6,30.17,19,0.22
2014,全,台中市,腦,2.89,85,46.78,49,3.13
2014,全,台中市,其他神經系統,0.49,13,43.54,51,0.48
2014,全,台中市,甲狀腺,8.99,302,49.4,49,11.1
2014,全,台中市,其他內分泌腺,0.58,13,32.46,29,0.48
2014,全,台中市,其他分界不明的部位,0.06,2,55.5,55.5,0.07
2014,全,台中市,不明原發部位,2.61,97,67.99,66,3.57
2014,全,台中市,何杰金氏淋巴瘤,0.99,30,41.8,40,1.1
2014,全,台中市,白血病,8.58,267,55.13,60,9.82
2014,全,台中市,非何杰金氏淋巴瘤,8.19,281,60.94,62,10.33
2014,全,台中市,漿細胞瘤,1.63,57,67.16,66,2.1
2014,全,台中市,全癌症,318.49,"11,181",61.41,62,411.09
2014,全,台南市,口腔、口咽及下咽,20.79,561,55.66,55,29.77
2014,全,台南市,主唾液腺,1.17,28,53.54,53.5,1.49
2014,全,台南市,鼻咽,5.58,145,52.22,51,7.7
2014,全,台南市,食道,7.42,208,57.22,56,11.04
2014,全,台南市,胃,10.09,307,69.23,70,16.29
2014,全,台南市,小腸,1.5,42,61.93,60.5,2.23
2014,全,台南市,結直腸,51.54,"1,528",66.05,66,81.09
2014,全,台南市,肝及肝內膽管,44.29,"1,289",65.19,65,68.41
2014,全,台南市,膽囊及肝外膽管,3.8,115,68.74,71,6.1
2014,全,台南市,胰,5.83,176,67.99,70,9.34
2014,全,台南市,後腹膜腔及腹膜,0.87,23,58.83,59,1.22
2014,全,台南市,鼻腔、中耳及副鼻竇,1.11,31,62.35,66,1.65
2014,全,台南市,喉,1.63,45,60.36,59,2.39
2014,全,台南市,肺、支氣管及氣管,36.24,"1,073",67.22,69,56.94
2014,全,台南市,胸膜,0.27,8,71.13,72.5,0.42
2014,全,台南市,胸腺、心臟與中隔,1.4,38,57.92,58,2.02
2014,全,台南市,骨、關節及關節軟骨,0.68,13,42.62,46,0.69
2014,全,台南市,結締組織、皮下組織及其他軟組織,2.02,52,59.79,61.5,2.76
2014,全,台南市,皮膚,15.43,486,72.56,75,25.79
2014,全,台南市,膀胱,7.56,234,70.14,72,12.42
2014,全,台南市,腎,4.56,128,62.84,62.5,6.79
2014,全,台南市,腎盂及其他泌尿系統,6.6,199,71.07,73,10.56
2014,全,台南市,眼及淚腺,0.25,4,45.25,56,0.21
2014,全,台南市,腦,3.08,67,50.73,50,3.56
2014,全,台南市,其他神經系統,0.5,13,55.38,57,0.69
2014,全,台南市,甲狀腺,11.05,269,49.29,48,14.28
2014,全,台南市,其他內分泌腺,0.56,8,28.38,33,0.42
2014,全,台南市,不明原發部位,2.56,73,64.89,68,3.87
2014,全,台南市,何杰金氏淋巴瘤,0.92,16,31.75,23,0.85
2014,全,台南市,白血病,7.18,181,58.6,61,9.61
2014,全,台南市,非何杰金氏淋巴瘤,7.11,201,64.73,65,10.67
2014,全,台南市,漿細胞瘤,1.37,40,66.5,66,2.12
2014,全,台南市,全癌症,333.1,"9,463",63.33,63,502.21
2014,全,高雄市,口腔、口咽及下咽,26.54,"1,076",55.46,55,38.72
2014,全,高雄市,主唾液腺,0.93,37,56.49,56,1.33
2014,全,高雄市,鼻咽,5.44,209,52.18,53,7.52
2014,全,高雄市,食道,8.03,332,57.8,56,11.95
2014,全,高雄市,胃,10.25,434,67.14,66,15.62
2014,全,高雄市,小腸,1.18,49,62.92,63,1.76
2014,全,高雄市,結直腸,50.96,"2,151",65.55,65,77.4
2014,全,高雄市,肝及肝內膽管,38.22,"1,596",64.83,65,57.43
2014,全,高雄市,膽囊及肝外膽管,2.76,119,68.38,69,4.28
2014,全,高雄市,胰,5.8,246,69.07,69.5,8.85
2014,全,高雄市,後腹膜腔及腹膜,0.61,22,52.05,57.5,0.79
2014,全,高雄市,消化器官其他分界不明部位,0.02,1,53,53,0.04
2014,全,高雄市,鼻腔、中耳及副鼻竇,0.65,26,57.65,58,0.94
2014,全,高雄市,喉,2.35,99,62.97,63,3.56
2014,全,高雄市,肺、支氣管及氣管,37.57,"1,592",66.74,67,57.29
2014,全,高雄市,胸膜,0.53,23,70.57,70,0.83
2014,全,高雄市,胸腺、心臟與中隔,1.24,44,51.93,54,1.58
2014,全,高雄市,骨、關節及關節軟骨,0.58,16,36.19,36.5,0.58
2014,全,高雄市,結締組織、皮下組織及其他軟組織,2.27,82,55.73,56,2.95
2014,全,高雄市,皮膚,13.79,583,69.59,72,20.98
2014,全,高雄市,膀胱,6.76,292,69.17,69,10.51
2014,全,高雄市,腎,3.79,153,60.37,61,5.51
2014,全,高雄市,腎盂及其他泌尿系統,4.59,192,69.39,70.5,6.91
2014,全,高雄市,眼及淚腺,0.23,7,49.71,53,0.25
2014,全,高雄市,腦,2.8,87,49.33,53,3.13
2014,全,高雄市,其他神經系統,0.43,15,55.2,57,0.54
2014,全,高雄市,甲狀腺,11.35,422,51.22,53,15.19
2014,全,高雄市,其他內分泌腺,0.44,12,38.5,47.5,0.43
2014,全,高雄市,其他分界不明的部位,0.03,1,31,31,0.04
2014,全,高雄市,不明原發部位,2.73,116,69.23,68.5,4.17
2014,全,高雄市,何杰金氏淋巴瘤,0.79,22,38.45,28.5,0.79
2014,全,高雄市,白血病,8.48,291,56.27,60,10.47
2014,全,高雄市,非何杰金氏淋巴瘤,7.49,304,62.51,63,10.94
2014,全,高雄市,漿細胞瘤,1.44,61,68.25,70,2.2
2014,全,高雄市,全癌症,331.17,"13,514",62.19,62,486.29
2014,全,基隆市,口腔、口咽及下咽,19.31,105,54.26,55,28.14
2014,全,基隆市,主唾液腺,1.28,6,52.83,55.5,1.61
2014,全,基隆市,鼻咽,3.97,20,50.6,53.5,5.36
2014,全,基隆市,食道,7.85,44,60.36,58.5,11.79
2014,全,基隆市,胃,15.59,96,68.94,69.5,25.73
2014,全,基隆市,小腸,1.34,7,52.29,48,1.88
2014,全,基隆市,結直腸,43.96,272,67.93,67,72.91
2014,全,基隆市,肝及肝內膽管,32.48,190,65.47,66,50.93
2014,全,基隆市,膽囊及肝外膽管,1.93,13,70.23,73,3.48
2014,全,基隆市,胰,4.68,29,68.45,67,7.77
2014,全,基隆市,後腹膜腔及腹膜,1.04,6,54.67,52,1.61
2014,全,基隆市,鼻腔、中耳及副鼻竇,0.21,1,68,68,0.27
2014,全,基隆市,喉,2.2,13,59.92,57,3.48
2014,全,基隆市,肺、支氣管及氣管,37.48,224,67.62,69,60.04
2014,全,基隆市,胸膜,0.81,5,73.8,71,1.34
2014,全,基隆市,胸腺、心臟與中隔,0.6,4,59.25,61.5,1.07
2014,全,基隆市,骨、關節及關節軟骨,0.74,3,44.67,42,0.8
2014,全,基隆市,結締組織、皮下組織及其他軟組織,1.87,10,58.5,59.5,2.68
2014,全,基隆市,皮膚,4.99,29,64.9,65,7.77
2014,全,基隆市,膀胱,8.03,49,71.53,72,13.13
2014,全,基隆市,腎,5.64,28,57.82,59.5,7.51
2014,全,基隆市,腎盂及其他泌尿系統,5.74,36,74.56,76,9.65
2014,全,基隆市,腦,3.07,14,53.79,54.5,3.75
2014,全,基隆市,其他神經系統,0.34,2,56,56,0.54
2014,全,基隆市,甲狀腺,10.83,50,46.42,44,13.4
2014,全,基隆市,其他內分泌腺,0.25,1,38,38,0.27
2014,全,基隆市,不明原發部位,1.66,10,65,67,2.68
2014,全,基隆市,何杰金氏淋巴瘤,1.25,5,41.6,33,1.34
2014,全,基隆市,白血病,6.84,37,65.97,70,9.92
2014,全,基隆市,非何杰金氏淋巴瘤,9.7,51,58.53,61,13.67
2014,全,基隆市,漿細胞瘤,1.75,11,72,74,2.95
2014,全,基隆市,全癌症,309.1,"1,777",63.01,63,476.31
2014,全,新竹市,口腔、口咽及下咽,16.4,91,54.85,54,21.07
2014,全,新竹市,主唾液腺,0.53,3,47,42,0.69
2014,全,新竹市,鼻咽,7.41,39,51.1,51,9.03
2014,全,新竹市,食道,6.91,39,58.21,57,9.03
2014,全,新竹市,胃,13.21,76,68.97,70,17.59
2014,全,新竹市,小腸,0.85,5,69,72,1.16
2014,全,新竹市,結直腸,52.14,295,66.27,66,68.29
2014,全,新竹市,肝及肝內膽管,31.94,176,66.82,68,40.74
2014,全,新竹市,膽囊及肝外膽管,2.1,13,67.31,61,3.01
2014,全,新竹市,胰,7.32,41,64.54,65,9.49
2014,全,新竹市,後腹膜腔及腹膜,0.87,5,55.8,57,1.16
2014,全,新竹市,鼻腔、中耳及副鼻竇,1.07,6,58,55,1.39
2014,全,新竹市,喉,2.4,13,64.08,63,3.01
2014,全,新竹市,肺、支氣管及氣管,35.94,204,67.59,68.5,47.22
2014,全,新竹市,胸膜,0.18,1,54,54,0.23
2014,全,新竹市,胸腺、心臟與中隔,0.7,4,50.75,54.5,0.93
2014,全,新竹市,骨、關節及關節軟骨,0.37,2,59.5,59.5,0.46
2014,全,新竹市,結締組織、皮下組織及其他軟組織,0.96,5,59.2,63,1.16
2014,全,新竹市,皮膚,7.65,46,69.98,74.5,10.65
2014,全,新竹市,膀胱,3.93,23,72.78,72,5.32
2014,全,新竹市,腎,5.56,29,59,58,6.71
2014,全,新竹市,腎盂及其他泌尿系統,3.34,18,64.28,66,4.17
2014,全,新竹市,腦,2.93,15,62.6,66,3.47
2014,全,新竹市,其他神經系統,0.34,2,50.5,50.5,0.46
2014,全,新竹市,甲狀腺,13.07,65,43.89,45,15.05
2014,全,新竹市,不明原發部位,2.18,14,69.29,73.5,3.24
2014,全,新竹市,何杰金氏淋巴瘤,0.75,3,50.33,65,0.69
2014,全,新竹市,白血病,7.25,35,53.97,62,8.1
2014,全,新竹市,非何杰金氏淋巴瘤,7.43,40,62.58,64.5,9.26
2014,全,新竹市,漿細胞瘤,1.56,8,71.13,74,1.85
2014,全,新竹市,全癌症,309.41,"1,705",61.91,62,394.69
2014,全,嘉義市,口腔、口咽及下咽,25.21,97,58.27,58,35.81
2014,全,嘉義市,主唾液腺,1.4,5,61.8,67,1.85
2014,全,嘉義市,鼻咽,5.14,18,51.72,49.5,6.64
2014,全,嘉義市,食道,6.17,24,57.04,55,8.86
2014,全,嘉義市,胃,9.61,40,68.08,66,14.77
